特約商店名稱,營業地址
國雲泊車趣－凱旋四路停車場,高雄市前鎮區 中華五路與時代南二路口
國雲泊車趣－港興社區停車場,高雄市小港區 小港路９０巷３弄３３號旁
國雲泊車趣－新中街停車場,高雄市左營區 新中街１１７號旁
國雲泊車趣－親水公園停車場,高雄市前鎮區 翠亨北路３９８號對面
國雲泊車趣－龍鳳停車場,高雄市小港區 龍鳳路與朝福街口
國雲科技股份有限公司,高雄市苓雅區 仁義街２之４號６樓
常駐系統有限公司十全山東停車場,高雄市三民區 同德里十全一路３９號旁
常駐系統有限公司十全山東停車場　（ＥＣ）,高雄市三民區 同德里十全一路３９號旁
康青龍（左營重信店）,高雄市左營區 重信路４２６號１樓
強笙文學重和第二停車場,高雄市左營區 文學路２９２號旁
強笙文學重和第二停車場,高雄市左營區 文學路２９２號旁
強笙自立大同停車場,高雄市前金區 前金段４４５—５２及４４５—５８地號
強笙自立大同停車場,高雄市前金區 前金段４４５－５２及４４５－５８地號
強笙河西一路停車場,高雄市鼓山區 龍水里青海段４５５、４５８地號　（河西一路１４１１號旁）
強笙河西一路停車場,高雄市鼓山區 龍水里青海段４５５、４５８地號（河西一路１４１１號旁）
捷創智能有限公司宣化哈爾濱停車場　（ＥＣ）,高雄市三民區 宣化街８９號對面
晨間廚房－大社大吉店,高雄市大社區 大吉路１６０號１樓
晨間廚房大寮四維店,高雄市大寮區 四維路１５５號１樓
晨間廚房大寮自由店,高雄市大寮區 鳳林四路５４號１樓
晨間廚房－仁武仁勇店,高雄市仁武區 仁勇路１０５號１、２樓
晨間廚房－岡山公園西店,高雄市岡山區 公園西路二段１１０號１樓
晨間廚房－岡山成功店,高雄市岡山區 成功路６１號
晨間廚房－岡山成功店,高雄市岡山區 成功路６１號
晨間廚房－岡山壽天店,高雄市岡山區 壽華路６０號１樓
晨間廚房－岡山壽天店,高雄市岡山區 壽華路６０號１樓
晨間廚房－美濃中正店,高雄市美濃區 中正路一段８之３號
晨間廚房－苓雅三信,高雄市苓雅區 漢昌街９６號１樓
晨間廚房－苓雅三信店,高雄市苓雅區 漢昌街９６號１樓
晨間廚房－高雄明誠店,高雄市三民區 鼎西里明誠一路３３６號
晨間廚房高雄林園店,高雄市林園區 林園里１６鄰林園北路２２８號
晨間廚房－高雄保生店,高雄市鳳山區 保生路１０１號１樓
晨間廚房高雄康定店,高雄市前鎮區 康定路３９之１號
晨間廚房－高雄旗山店,高雄市旗山區 文中路３９號１樓
晨間廚房－高雄鄭和店,高雄市前鎮區 鄭和路６６號１樓
晨間廚房－高雄鄭和店（ＥＣ）,高雄市前鎮區 鄭和路６６號１樓
晨間廚房－湖內保生店,高雄市湖內區 葉厝里保生路３４６之２號
晨間廚房－旗山中學店,高雄市旗山區 中山南街５２號
晨間廚房－旗山圓富店,高雄市旗山區 旗甲路二段２２８號
晨間廚房－鳳山三誠店,高雄市鳳山區 三誠路６１號１樓
晨間廚房－鳳山南正店,高雄市鳳山區 南正二路６２號１樓
晨間廚房－鳳山南華店,高雄市鳳山區 南華路１９０號１樓
晨間廚房－鳳山鳳林店,高雄市鳳山區 鳳林路１６３號１樓
晨間廚房－鳳山鳳林店（ＥＣ）,高雄市鳳山區 鳳林路１６３號１樓
曹公廟停車場,高雄市鳳山區 鳳山段縣口小段９０－１０地號
梁社漢三民義華店,高雄市三民區 義華路４９３號
梁社漢三民義華店,高雄市三民區 義華路４９３號
梁社漢排骨三民鼎山店,高雄市三民區 鼎中路３８９號１樓
梁社漢排骨三民鼎山店（ＥＣ）,高雄市三民區 鼎泰里鼎中路３８９號１樓
梁社漢排骨大寮中庄店,高雄市大寮區 四維路１５０號
梁社漢排骨大寮中庄店（ＥＣ）,高雄市大寮區 四維路１５０號
梁社漢排骨小港宏平店,高雄市小港區 宏平路４３９號
梁社漢排骨小港宏平店,高雄市小港區 宏平路４３９號
梁社漢排骨仁武仁雄店,高雄市仁武區 仁雄路８０－２號１樓
梁社漢排骨仁武仁雄店,高雄市仁武區 仁雄路８０－２號１樓
梁社漢排骨左營博愛店,高雄市左營區 博愛四路２８６號
梁社漢排骨－左營博愛店,高雄市左營區 博愛四路２８６號
梁社漢排骨左營富國店,高雄市左營區 富國路１４１號
梁社漢排骨左營富國店　（ＥＣ）,高雄市左營區 富國路１４１號
梁社漢排骨－左營榮總店,高雄市左營區 榮總路２６３號１樓
梁社漢排骨－左營榮總店,高雄市左營區 榮總路２６３號１樓
梁社漢排骨岡山站前店,高雄市岡山區 岡燕路７６號
梁社漢排骨岡山站前店,高雄市岡山區 岡燕路７６號
梁社漢排骨前鎮瑞隆店,高雄市前鎮區 瑞隆路５５９號
梁社漢排骨前鎮鄭和店,高雄市前鎮區 鄭和路５７號１樓
梁社漢排骨前鎮鄭和店（ＥＣ）,高雄市前鎮區 鄭和路５７號１樓
梁社漢排骨苓雅建國店,高雄市苓雅區 建國一路１３９號
梁社漢排骨高雄大社店,高雄市大社區 中山路４０１號１樓
梁社漢排骨－高雄大社店,高雄市大社區 中山路４０１號１樓
梁社漢排骨高雄林園店,高雄市林園區 林園北路１９２號
梁社漢排骨高雄林園店,高雄市林園區 林園北路１９２號
梁社漢排骨高雄鹽埕店,高雄市鹽埕區 大仁路１４０號
梁社漢排骨高雄鹽埕店,高雄市鹽埕區 大仁路１４０號
梁社漢排骨新興復興店,高雄市新興區 復興一路７８號１樓
梁社漢排骨新興復興店（ＥＣ）,高雄市新興區 復興一路７８號１樓
梁社漢排骨鼓山青海店,高雄市鼓山區 青海路１１０號
梁社漢排骨鼓山青海店,高雄市鼓山區 青海路１１０號
梁社漢排骨鳳山忠誠店,高雄市鳳山區 忠誠路１９０號
梁社漢排骨鳳山忠誠店（ＥＣ）,高雄市鳳山區 忠誠路１９０號
梁社漢排骨鳳山青年店,高雄市鳳山區 青年路一段３２４號１樓
梁社漢排骨鳳山青年店,高雄市鳳山區 青年路一段３２４號１樓
梁社漢排骨鳳山南華店,高雄市鳳山區 南華一路２００之１號
梁社漢楠梓德惠店,高雄市楠梓區 德惠路２２號
梁社漢楠梓德惠店（ＥＣ）,高雄市楠梓區 德惠路２２號
梁社漢鳳山文龍店,高雄市鳳山區 文龍東路３６９號
梁社漢鳳山文龍店（ＥＣ）,高雄市鳳山區 文龍東路３６９號
清原芋園飲品－高雄林園店,高雄市林園區 東林西路８９號１樓
統一速邁－屏東發票台郡二廠餐廳,高雄市大寮區 莒光一街１５號
統一速邁－屏東發票台郡卸貨區Ｅ棟,高雄市大寮區 莒光一街２３號
統一速邁－屏東發票台郡和發廠餐廳,高雄市大寮區 上發五路１號
統一速邁－高雄２３２１０２大門警衛排,高雄市仁武區 中山路３－９號
統一速邁－高雄九太巨蛋,高雄市左營區 博愛二路７５７號
統一速邁－高雄三元能源科技,高雄市鳥松區 松埔北巷５７－１號
統一速邁－高雄三民家商,高雄市左營區 裕誠路１１０２號
統一速邁－高雄三民高中,高雄市三民區 金鼎路８１號
統一速邁－高雄岡山運動中心,高雄市岡山區 中山南路１６９號
統一速邁－高雄果嶺公園,高雄市鳥松區 球場路２７０號
統一速邁－高雄金馬防衛指揮部,高雄市鳥松區 美山路１２０號
統一速邁－高雄科技大學,高雄市旗津區 中洲三路４８２號
統一速邁－高雄美國學校,高雄市鳥松區 松埔北巷５７－１號
統一速邁－高雄馬禮遜美國學校,高雄市大社區 嘉誠路４２號
統一速邁－高雄高雄港旅運中心,高雄市苓雅區 海邊路５號
統一速邁－高雄高鐵左營基地,高雄市仁武區 高鐵路１９９９號
統一速邁－高雄高鐵整備倉庫,高雄市左營區 高鐵路１０１號
統一速邁－高雄高鐵燕巢總機廠,高雄市燕巢區 高鐵總廠路５００號
統一速邁－高雄凱旋醫院,高雄市苓雅區 凱旋二路１３０號
統一速邁－高雄新竹物流,高雄市小港區 中安路８６號
統一速邁－高雄漢來美食,高雄市左營區 博愛二路７６７號１０樓
統一速邁－高雄福誠高中,高雄市鳳山區 五甲三路１７６號
統一速邁－高雄鳳山醫院,高雄市鳳山區 經武路４２之１號
統一速邁－高雄鵬鼎科技,高雄市路竹區 路科九路２３號
統一速邁－高雄鹽埕國中,高雄市鹽埕區 新樂街４６號
統固力九如鐵道停車場,高雄市三民區 九如一路６１９巷與鐵道一街街口
統固力工程有限公司自立橫路停車場,高雄市前金區 自立橫路７６號旁
統固力工程有限公司自立橫路停車場　（ＥＣ）,高雄市前金區 自立橫路７６號旁
統固力中正尚信停車場,高雄市苓雅區 中正二路８３號旁
統固力中正尚信停車場,高雄市苓雅區 中正二路８３號旁
統固力文學重和停車場,高雄市左營區 重和路１７５號旁空地
統固力文學重和停車場,高雄市左營區 重和路１７５號旁空地
統強七賢自強停車場,高雄市前金區 七賢二路２５５號旁
統強至聖南屏第二停車場,高雄市鼓山區 龍中段２１地號（南屏路５９７號後面旁邊）
統強至聖南屏第二停車場,高雄市鼓山區 龍中段２１地號（南屏路５９７號後面旁邊）
統強凱旺凱福停車場,高雄市前鎮區 凱旺街與凱福街交叉口
統強凱旺凱福停車場,高雄市前鎮區 凱旺街與凱福街交叉口
統強凱旺凱福第二停車場,高雄市前鎮區 凱旺街８號（興南段１２地號空地）
統強凱旺凱福第二停車場,高雄市前鎮區 凱旺街８號（興南段１２地號空地）
統強凱旺凱福第三停車場,高雄市前鎮區 凱旺街８號旁
統強凱旺凱福第三停車場,高雄市前鎮區 凱旺街８號旁
統強凱旺瑞南停車場,高雄市前鎮區 凱旺街與瑞南街交叉口（興南段２，３及４地號空地）
統強凱旺瑞南停車場,高雄市前鎮區 凱旺街與瑞南街交叉口（興南段２，３及４地號空地）
莉莉花想屋－大順店,高雄市苓雅區 大順三路２２５號
覓糖七彩粉粿（苓雅四維店）,高雄市苓雅區 四維二路１８３號
逗柴Ｃａｆｅ,高雄市鳳山區 福安一街６９巷３號１樓
野森動物學校（停車場）,高雄市內門區 中正路３９巷１６８號
野獸國ＢｉＢｉ智販機－高雄威秀,高雄市苓雅區 三多四路２１號１３樓
陳麻飯,高雄市楠梓區 大學東路７３號
鳥松濱湖營業所（Ａ０６３６０１１＿鳥松濱湖）,高雄市鳥松區 文海街１１號旁空地停車場
鹿上點－Ｔｗｏｍｉ　Ｃｏｆｆｅｅ,高雄市左營區 富國路４８０號
鹿上點－小仙島高雄店,高雄市鼓山區 文忠路８號
鹿上點－風鳥堂岡山前峰店,高雄市岡山區 前峰路１０９－１２號
麻古茶坊　鳳山南華店,高雄市鳳山區 南華路１０７號
麻古茶坊　鳳山鳳西店（網路）,高雄市鳳山區 五甲一路１０６號１Ｆ
麻古茶坊－七賢店（麻品）,高雄市鹽埕區 七賢三路１３４號１號
麻古茶坊－八卦寮店,高雄市仁武區 八德中路２１３號１樓
麻古茶坊－八卦寮店,高雄市仁武區 八德中路２１３號１樓
麻古茶坊－土庫店,高雄市楠梓區 清豐二路１４６號１樓
麻古茶坊－土庫店,高雄市楠梓區 清豐二路１４６號１樓
麻古茶坊－大昌大豐店,高雄市三民區 大昌二路２４０號
麻古茶坊－大社三民店,高雄市大社區 大新路１之１號１樓
麻古茶坊－大發二店,高雄市大寮區 鳳林三路３７０號１樓
麻古茶坊－大發二店,高雄市大寮區 鳳林三路３７０號１樓
麻古茶坊－大順富國店,高雄市左營區 富國路３３號１樓
麻古茶坊－小港孔鳳店,高雄市小港區 孔鳳路５１５號１Ｆ
麻古茶坊－小港台機店,高雄市小港區 漢民路１４６號１樓
麻古茶坊－小港台機店,高雄市小港區 漢民路１４６號１樓
麻古茶坊－小港平和店,高雄市小港區 平和路４１號１樓
麻古茶坊－小港平和店,高雄市小港區 平和路４１號１樓
麻古茶坊－中華三民店,高雄市三民區 中華三路２６０號
麻古茶坊－五甲三店,高雄市鳳山區 五甲三路８１號
麻古茶坊－五甲三店,高雄市鳳山區 五甲三路８１號
麻古茶坊－五甲自強店,高雄市鳳山區 自強二路１１１號１Ｆ
麻古茶坊－五甲自強店,高雄市鳳山區 自強二路１１１號１樓
麻古茶坊－仁雄店,高雄市仁武區 仁雄路１３之６號１樓
麻古茶坊－仁雄店,高雄市仁武區 仁雄路１３之６號１樓
麻古茶坊－民生民權店,高雄市新興區 民生一路１５８號１樓
麻古茶坊－民生民權店,高雄市新興區 民生一路１５８號１樓
麻古茶坊－自由大中店,高雄市左營區 自由三路５２７號１Ｆ
麻古茶坊－自由大中店,高雄市左營區 自由三路５２７號１樓
麻古茶坊－自由孟子店,高雄市左營區 自由三路３５５號１樓
麻古茶坊－自由孟子店,高雄市左營區 自由三路３５５號１樓
麻古茶坊－自強漢神店,高雄市前金區 自強三路２５９號１Ｆ
麻古茶坊－西子灣店,高雄市鼓山區 臨海二路２０號
麻古茶坊－西子灣店,高雄市鼓山區 臨海二路２０號
麻古茶坊－赤南店,高雄市仁武區 仁雄路６９－２號１樓
麻古茶坊－赤南店,高雄市仁武區 仁雄路６９－２號１樓
麻古茶坊－京吉店,高雄市仁武區 京吉六路３１號１樓
麻古茶坊－京吉店,高雄市仁武區 京吉六路３１號１樓
麻古茶坊－岡山大仁北店,高雄市岡山區 大仁北路１５８號１樓
麻古茶坊－岡山大仁北店,高雄市岡山區 大仁北路１５８號１樓
麻古茶坊－岡山中山南店,高雄市岡山區 中華路１－２號１樓
麻古茶坊－岡山中華店,高雄市岡山區 中華路１－２號１樓
麻古茶坊－岡山前峰店,高雄市岡山區 前峰路１０９之２號
麻古茶坊－岡山壽天店,高雄市岡山區 壽天路６３號１樓
麻古茶坊－岡山壽天店,高雄市岡山區 壽天路６３號１樓
麻古茶坊－忠孝店（品宣）,高雄市苓雅區 忠孝二路１０６號１樓
麻古茶坊股份有限公司,高雄市左營區 文育路１１１號
麻古茶坊－建工店,高雄市三民區 建工路７２２號１樓
麻古茶坊－建工店,高雄市三民區 建工路７２２號１樓
麻古茶坊－建興店（就是讚）,高雄市三民區 建興路２２９號１樓
麻古茶坊－後昌店,高雄市楠梓區 後昌路６８８號１樓
麻古茶坊－後昌店,高雄市楠梓區 後昌路６８８號１樓
麻古茶坊－高雄九如店,高雄市三民區 九如一路９０９號１樓
麻古茶坊－高雄九如店,高雄市三民區 九如一路９０９號１樓
麻古茶坊－高雄八德中山店,高雄市新興區 八德一路３８６號１樓
麻古茶坊－高雄大昌店,高雄市三民區 大昌二路５５３號１樓
麻古茶坊－高雄大發店,高雄市大寮區 大寮路８１３號１樓
麻古茶坊－高雄大發店,高雄市大寮區 大寮路８１３號１樓
麻古茶坊－高雄仁武中正店,高雄市仁武區 中正路３號１樓
麻古茶坊－高雄仁武中正店,高雄市仁武區 中正路３號１樓
麻古茶坊－高雄天祥店,高雄市三民區 天祥一路１４０號
麻古茶坊－高雄天祥店,高雄市三民區 天祥一路１４０號
麻古茶坊－高雄孔鳳店,高雄市小港區 孔鳳路５１５號１樓
麻古茶坊－高雄左大店,高雄市左營區 左營大路１４２號１樓
麻古茶坊－高雄明誠店,高雄市鼓山區 明誠三路７１２號１樓
麻古茶坊－高雄明誠店,高雄市鼓山區 明誠三路７１２號１樓
麻古茶坊－高雄林園北店,高雄市林園區 林園北路４１５號１樓
麻古茶坊－高雄林園北店,高雄市林園區 林園北路４１５號１樓
麻古茶坊－高雄林園店,高雄市林園區 仁愛路３號１樓
麻古茶坊－高雄林園店,高雄市林園區 仁愛路３號１樓
麻古茶坊－高雄建國店,高雄市三民區 建國三路８１號１樓
麻古茶坊－高雄建國店,高雄市三民區 建國三路８１號１樓
麻古茶坊－高雄後勁店,高雄市楠梓區 後昌路２３號１樓
麻古茶坊－高雄後勁店,高雄市楠梓區 後昌路２３號１樓
麻古茶坊－高雄美術館店,高雄市鼓山區 青海路１４９號
麻古茶坊－高雄美術館店,高雄市鼓山區 青海路１４９號
麻古茶坊－高雄美濃店,高雄市美濃區 泰安里中正路一段８號１樓
麻古茶坊－高雄美濃店,高雄市美濃區 中正路一段８號１樓
麻古茶坊－高雄草衙店,高雄市前鎮區 草衙二路５１１號１樓
麻古茶坊－高雄草衙店,高雄市前鎮區 草衙二路５１１號１樓
麻古茶坊－高雄崇德店,高雄市左營區 崇德路２７３號１樓
麻古茶坊－高雄崇德店,高雄市左營區 崇德路２７３號１樓
麻古茶坊－高雄創新店,高雄市楠梓區 創新路２１號１樓
麻古茶坊－高雄創新店,高雄市楠梓區 創新路２１號１樓
麻古茶坊－高雄博愛店,高雄市三民區 博愛一路３１６號
麻古茶坊－高雄博愛店,高雄市三民區 博愛一路３１６號
麻古茶坊－高雄富國店,高雄市左營區 富國路２６５號１樓
麻古茶坊－高雄富國店,高雄市左營區 富國路２６５號１樓
麻古茶坊－高雄港醫店,高雄市小港區 漢民路７７９號１樓
麻古茶坊－高雄港醫店,高雄市小港區 漢民路７７９號１樓
麻古茶坊－高雄湖內店,高雄市湖內區 保生路３３８號１樓
麻古茶坊－高雄湖內店,高雄市湖內區 保生路３３８號１Ｆ
麻古茶坊－高雄華夏店,高雄市左營區 華夏路１１２７號１樓
麻古茶坊－高雄華夏店,高雄市左營區 華夏路１１２７號１樓
麻古茶坊－高雄瑞豐店,高雄市鼓山區 裕誠路１１４６號１樓
麻古茶坊－高雄瑞豐店,高雄市鼓山區 裕誠路１１４６號１樓
麻古茶坊－高雄裕誠店,高雄市左營區 裕誠路１５５號１樓
麻古茶坊－高雄裕誠店,高雄市左營區 裕誠路１５５號１樓
麻古茶坊－高雄鼎山家樂福店,高雄市三民區 鼎山街５４３號１樓
麻古茶坊－高雄鼎山家樂福店,高雄市三民區 鼎山街５４３號１樓
麻古茶坊－高雄漢民店,高雄市小港區 漢民路４２５號１樓
麻古茶坊－高雄漢民店,高雄市小港區 漢民路４２５號１樓
麻古茶坊－高雄鳳山光復店,高雄市鳳山區 光復路１段１７９號１樓
麻古茶坊－高雄鳳山光復店,高雄市鳳山區 光復路１段１７９號１樓
麻古茶坊－高雄鳳林店,高雄市大寮區 鳳林三路７４７號１樓
麻古茶坊－高雄鳳林店,高雄市大寮區 鳳林三路７４７號１樓
麻古茶坊－高雄熱河店,高雄市三民區 熱河一街２９９號１樓
麻古茶坊－高雄熱河店,高雄市三民區 熱河一街２９９號１樓
麻古茶坊－高雄彌陀店,高雄市彌陀區 中正路１５５號１樓
麻古茶坊－高雄鎮興店,高雄市前鎮區 鎮興路１９８號１樓
麻古茶坊－高雄覺民店,高雄市三民區 覺民路１９４號
麻古茶坊－鳥松中正店,高雄市鳥松區 中正路３６７之２４號
麻古茶坊－鳥松中正店,高雄市鳥松區 中正路３６７之２４號
麻古茶坊－復興一心店,高雄市前鎮區 復興三路３１９號１樓
麻古茶坊－復興一心店,高雄市前鎮區 復興三路３１９號１樓
麻古茶坊－復興宜家店,高雄市前鎮區 復興三路１７號
麻古茶坊－復興宜家店,高雄市前鎮區 復興三路１７號
麻古茶坊－陽明店,高雄市三民區 陽明路４１９號１樓
麻古茶坊－新崛江店,高雄市新興區 文橫二路１４４號１樓
麻古茶坊－新崛江店,高雄市新興區 文橫二路１４４號１樓
麻古茶坊－楠梓右昌店,高雄市楠梓區 三山街１號１樓
麻古茶坊－楠梓右昌店,高雄市楠梓區 三山街１號１樓
麻古茶坊－楠梓德民店（玄茗）,高雄市楠梓區 德民路９９８號
麻古茶坊－路竹中正店,高雄市路竹區 中正路２２５之１號１樓
麻古茶坊－鼎金鼎力店,高雄市三民區 鼎山街１９６號１樓
麻古茶坊－鼎金鼎力店,高雄市三民區 鼎山街１９６號１樓
麻古茶坊－嫩江店,高雄市三民區 嫩江街８０號１Ｆ
麻古茶坊－嫩江店,高雄市三民區 嫩江街８０號１樓
麻古茶坊－旗山店,高雄市旗山區 延平一路６８３號１Ｆ
麻古茶坊－旗山店,高雄市旗山區 延平一路６８３號１樓
麻古茶坊－鳳山八德店,高雄市鳳山區 八德路２８７號１Ｆ
麻古茶坊－鳳山八德店,高雄市鳳山區 八德路２８７號１樓
麻古茶坊－鳳山大明店,高雄市鳳山區 大明路１５８之１號
麻古茶坊－鳳山大明店,高雄市鳳山區 大明路１５８之１號
麻古茶坊－鳳山中崙店,高雄市鳳山區 中崙二路５４０號１樓
麻古茶坊－鳳山中崙店,高雄市鳳山區 中崙二路５４０號１Ｆ
麻古茶坊－鳳山南華店,高雄市鳳山區 南華路１０７號
麻古茶坊－鳳山南華店,高雄市鳳山區 南華路１０７號
麻古茶坊－鳳山高鳳店,高雄市鳳山區 高鳳一路９３號１Ｆ
麻古茶坊－鳳山高鳳店,高雄市鳳山區 高鳳一路９３號１樓
麻古茶坊－鳳山國中店,高雄市鳳山區 中山東路８６之８號１樓
麻古茶坊－鳳山新富店,高雄市鳳山區 新富路５２２號
麻古茶坊－鳳山經武店,高雄市鳳山區 經武路２００號
麻古茶坊－鳳山經武店,高雄市鳳山區 經武路２００號
麻古茶坊鳳山鳳西店,高雄市鳳山區 五甲一路１０６號１Ｆ
麻古茶坊－慶豐店,高雄市鼓山區 慶豐街１２號１樓
麻古茶坊－澄清店,高雄市鳳山區 澄清路３００號１樓
麻古茶坊－澄清店,高雄市鳳山區 澄清路３００號１Ｆ
麻古茶坊－橋頭店,高雄市橋頭區 隆豐路１４１號１樓
勝野町　日式料理,高雄市新興區 信守街１２１號１樓
博客停車場開發股份有限公司左營自由場,高雄市左營區 自由二路１７３號
博客停車場開發股份有限公司家福岡山場,高雄市岡山區 岡山路２８８號
博客停車場開發股份有限公司家福南屏場,高雄市左營區 新下里南屏路３６９號
博客停車場開發股份有限公司家福重和場,高雄市左營區 福山里文川路３２３號
博客停車場開發股份有限公司高雄七賢場,高雄市前金區 七賢二路１８６號
博客停車場開發股份有限公司高雄博愛場,高雄市鼓山區 博愛一路４６８號旁
博客停車場開發股份有限公司博愛大樓場,高雄市三民區 博愛一路３００號Ｂ１－Ｂ５
博客停車場開發股份有限公司楠梓藍田場,高雄市楠梓區 藍田路２６７號
博客停車場開發股份有限公司鳳山五甲場,高雄市鳳山區 五甲三路２１１號
博客停車場開發股份有限公司燦坤瑞隆場,高雄市前鎮區 瑞東里瑞隆路４０１號之停車場
博客停車場開發股份有限公司寶雅五福場,高雄市鳳山區 五福二路３號
博客停車場開發股份有限公司寶雅惠民場,高雄市楠梓區 惠民路２３０號
博客停車場開發股份有限公司寶雅藍田場,高雄市楠梓區 藍田路２７９號
喜得炭火燒三明治（左營立大店）,高雄市左營區 立大路１８５號一樓
喬壬停車場,高雄市左營區 新庄仔路和新庄仔路７３巷路口
壹欣至聖南屏停車場,高雄市鼓山區 龍中段２０地號（南屏路５９７號後面）
壹欣至聖南屏停車場,高雄市鼓山區 龍中段２０地號（南屏路５９７號後面）
壹欣勇全路停車場,高雄市仁武區 勇全路２１２號旁
壹欣勇全路停車場,高雄市仁武區 勇全路２１２號旁
壹欣篤敬文信停車場,高雄市鼓山區 龍華段八小段２４１２、２４１３地號　（篤敬路３１號對面）
壹欣篤敬文信停車場,高雄市鼓山區 龍華段八小段２４１２、２４１３地號（篤敬路３１號對面）
智能文衡文安停車場,高雄市鳳山區 文衡路４８５號旁
智能文衡文安停車場,高雄市鳳山區 文衡路４８５號旁（大貝湖段１５２。１５３地號）
智能平等五權停車場,高雄市鳳山區 平等路１５６－１號對面
